folio,section_code,section,locator,position_code,locus_type,raw_eva,display_eva,normalized_tokens,token_count,structural_gloss,structural_confidence,speculative_english,speculative_status,page_context,ruleset_version
f103r,S,Star-marked entries (conventionally called recipes),f103r.47,+P0,P,"ssheey.okeeo,l,lchey.qokaly.lcheedy.oloraiin<$>",ssheey okeeo [?break] l [?break] lchey qokaly lcheedy oloraiin,ssheey okeeo l lchey qokaly lcheedy oloraiin,7,running paragraph text; paragraph or sequence ending; 7 normalized token groups. ssheey: productive ending family; okeeo: recurrent form; l: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For restless sleep, take the dried leaves; mix it with oil and use it after food.",Creative reconstruction; not a decipherment or translation,"The opening of the star-marked text section, arranged as compact entries with a seven-pointed star marker.",pilot-0.1.0
f103r,S,Star-marked entries (conventionally called recipes),f103r.48,+P0,P,"<%>polarar.lshedy.qotolaiin.qokeey.qokeey.shkchy.opchealol.kchy,sam",polarar lshedy qotolaiin qokeey qokeey shkchy opchealol kchy [?break] sam,polarar lshedy qotolaiin qokeey qokeey shkchy opchealol kchy sam,9,running paragraph text; continuation; 9 normalized token groups. lshedy: productive ending family; qotolaiin: productive qo- family; qokeey: broad high-frequency form. within-line repetition: qokeey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For restless sleep, take the clarified resin; steep it with oil and use it before sleep.",Creative reconstruction; not a decipherment or translation,"The opening of the star-marked text section, arranged as compact entries with a seven-pointed star marker.",pilot-0.1.0
f103r,S,Star-marked entries (conventionally called recipes),f103r.49,+P0,P,"okeey.lr.ain.l.ol,sheed.qokeey.sheol.qokeedy.shedy.qoky.leeesain,am",okeey lr ain l ol [?break] sheed qokeey sheol qokeedy shedy qoky leeesain [?break] am,okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am,13,running paragraph text; continuation; 13 normalized token groups. okeey: broad high-frequency form; lr: line-final tendency; ain: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a dry cough, take the clarified resin; warm it with honey and use it before sleep.",Creative reconstruction; not a decipherment or translation,"The opening of the star-marked text section, arranged as compact entries with a seven-pointed star marker.",pilot-0.1.0
f103r,S,Star-marked entries (conventionally called recipes),f103r.50,+P0,P,"ssheey.l,shey.qol.cheey.chey.qokeey.okeey.qokain.cheey.qotain",ssheey l [?break] shey qol cheey chey qokeey okeey qokain cheey qotain,ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain,11,running paragraph text; continuation; 11 normalized token groups. ssheey: productive ending family; l: broad high-frequency form; shey: broad high-frequency form. within-line repetition: cheey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For restless sleep, take the flower infusion; warm it with oil and use it at dawn.",Creative reconstruction; not a decipherment or translation,"The opening of the star-marked text section, arranged as compact entries with a seven-pointed star marker.",pilot-0.1.0
f103r,S,Star-marked entries (conventionally called recipes),f103r.51,+P0,P,saiin.cheteey.shey.cheosaiin<$>,saiin cheteey shey cheosaiin,saiin cheteey shey cheosaiin,4,running paragraph text; paragraph or sequence ending; 4 normalized token groups. saiin: broad high-frequency form; cheteey: productive ending family; shey: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the clarified resin; warm it with light wine and use it before sleep.",Creative reconstruction; not a decipherment or translation,"The opening of the star-marked text section, arranged as compact entries with a seven-pointed star marker.",pilot-0.1.0
f103r,S,Star-marked entries (conventionally called recipes),f103r.52,+P0,P,"<%>pchedal.oteey.qol,keedy.qokeey.qoty.chepchy.qopchey.lkaiin.otalsy",pchedal oteey qol [?break] keedy qokeey qoty chepchy qopchey lkaiin otalsy,pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy,10,running paragraph text; continuation; 10 normalized token groups. pchedal: recurrent form; oteey: broad high-frequency form; qol: productive qo- family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For restless sleep, take the dried leaves; boil it with a clear broth and use it before sleep.",Creative reconstruction; not a decipherment or translation,"The opening of the star-marked text section, arranged as compact entries with a seven-pointed star marker.",pilot-0.1.0
f103r,S,Star-marked entries (conventionally called recipes),f103r.53,+P0,P,sshey.qokedy.qokaiin.shdy.qokeey.chedy.qokeey.qokeey.lchedy.loty,sshey qokedy qokaiin shdy qokeey chedy qokeey qokeey lchedy loty,sshey qokedy qokaiin shdy qokeey chedy qokeey qokeey lchedy loty,10,running paragraph text; continuation; 10 normalized token groups. sshey: productive ending family; qokedy: broad high-frequency form; qokaiin: broad high-frequency form. within-line repetition: qokeey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For restless sleep, take the dried leaves; mix it with honey and use it before sleep.",Creative reconstruction; not a decipherment or translation,"The opening of the star-marked text section, arranged as compact entries with a seven-pointed star marker.",pilot-0.1.0
f103r,S,Star-marked entries (conventionally called recipes),f103r.54,+P0,P,dsheey.qoteeey.darchedy.qokey.qoty<$>,dsheey qoteeey darchedy qokey qoty,dsheey qoteeey darchedy qokey qoty,5,running paragraph text; paragraph or sequence ending; 5 normalized token groups. dsheey: productive ending family; qoteeey: productive qo- family; darchedy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a cold swelling, take the clarified resin; grind it with warm water and use it after food.",Creative reconstruction; not a decipherment or translation,"The opening of the star-marked text section, arranged as compact entries with a seven-pointed star marker.",pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.1,@P0,P,"<%>kchdpy.shey.qokain.otalsh[?:e]dy.qoteey.shear.ain.or,llory.{i'h}earamom",kchdpy shey qokain otalsh[?:e]dy qoteey shear ain or [?break] llory {i'h}earamom,kchdpy shey qokain otalsh dy qoteey shear ain or llory ihearamom,11,running paragraph text; paragraph opening; 11 normalized token groups. shey: broad high-frequency form; qokain: broad high-frequency form; dy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For an aching limb, take the clarified resin; boil it with vinegar and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.2,+P0,P,shain.cheor.ain.okeey.okeey.shy.lar.ar.aiiin.oky.char.ar.okain.ykanam,shain cheor ain okeey okeey shy lar ar aiiin oky char ar okain ykanam,shain cheor ain okeey okeey shy lar ar aiiin oky char ar okain ykanam,14,"running paragraph text; continuation; 14 normalized token groups. shain: productive ending family; cheor: broad high-frequency form; ain: broad high-frequency form. within-line repetition: okeey, ar. no English lexical value established.",Moderate for form and position; zero validated English semantics,"For pain after exertion, take the bitter seed; warm it with a clear broth and use it after food.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.3,+P0,P,dain.chl.lshey.cthy.lshedy.oteor.shey.qo.saly<$>,dain chl lshey cthy lshedy oteor shey qo saly,dain chl lshey cthy lshedy oteor shey qo saly,9,running paragraph text; paragraph or sequence ending; 9 normalized token groups. dain: broad high-frequency form; chl: recurrent form; lshey: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the prepared root; mix it with light wine and use it after food.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.4,+P0,P,<%>padar.shey.osheeky.qol.laiin.chckhy.okam.chedy.oteedy.qotar.aralar.y,padar shey osheeky qol laiin chckhy okam chedy oteedy qotar aralar y,padar shey osheeky qol laiin chckhy okam chedy oteedy qotar aralar y,12,running paragraph text; continuation; 12 normalized token groups. shey: broad high-frequency form; qol: productive qo- family; laiin: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a dry cough, take the clarified resin; strain it with oil and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.5,+P0,P,dain.sheed.qokchdy.otal.chedy.lkain.oteedy.otor.aiin.oty.lol.rol.oly,dain sheed qokchdy otal chedy lkain oteedy otor aiin oty lol rol oly,dain sheed qokchdy otal chedy lkain oteedy otor aiin oty lol rol oly,13,running paragraph text; continuation; 13 normalized token groups. dain: broad high-frequency form; sheed: recurrent form; qokchdy: productive qo- family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the flower infusion; grind it with oil and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.6,+P0,P,sain.ol.lchedy.chedy.otey.chedy.{yko}lain.otedy.oteey<$>,sain ol lchedy chedy otey chedy {yko}lain otedy oteey,sain ol lchedy chedy otey chedy ykolain otedy oteey,9,running paragraph text; paragraph or sequence ending; 9 normalized token groups. sain: line-initial tendency; ol: broad high-frequency form; lchedy: productive ending family. within-line repetition: chedy. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a cold swelling, take the prepared root; apply it with a clear broth and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.7,+P0,P,"<%>pcholchdy,teody.otey.qo.qokain.qoteey.tokain.otedy.totol.rotydy",pcholchdy [?break] teody otey qo qokain qoteey tokain otedy totol rotydy,pcholchdy teody otey qo qokain qoteey tokain otedy totol rotydy,10,running paragraph text; continuation; 10 normalized token groups. pcholchdy: productive ending family; teody: productive ending family; otey: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For restless sleep, take the flower infusion; warm it with warm water and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.8,+P0,P,dar.yteedy.chedy.qokeey.qokain.qotody.oteedar.otedy.ldy.lchedy,dar yteedy chedy qokeey qokain qotody oteedar otedy ldy lchedy,dar yteedy chedy qokeey qokain qotody oteedar otedy ldy lchedy,10,running paragraph text; continuation; 10 normalized token groups. dar: broad high-frequency form; yteedy: line-initial tendency; chedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For an aching limb, take the flower infusion; apply it with oil and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.9,+P0,P,qokeey.lchey.qokeedy.qokain.okeeylkaiin<$>,qokeey lchey qokeedy qokain okeeylkaiin,qokeey lchey qokeedy qokain okeeylkaiin,5,running paragraph text; paragraph or sequence ending; 5 normalized token groups. qokeey: broad high-frequency form; lchey: productive ending family; qokeedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a dry cough, take the aromatic powder; strain it with warm water and use it for three measured days.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.10,+P0,P,"<%>chd?in.checkhy.dar.shedy.qokeedy.shdy.rain.sheedy.cphol.r,teol.chcpham",chd?in checkhy dar shedy qokeedy shdy rain sheedy cphol r [?break] teol chcpham,chd in checkhy dar shedy qokeedy shdy rain sheedy cphol r teol chcpham,13,running paragraph text; continuation; 13 normalized token groups. chd: recurrent form; in: recurrent form; checkhy: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the flower infusion; steep it with light wine and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.11,+P0,P,ol.aiin.shed.qoteedy.okeolshy.qotain.okedy.chedy.olchedy.olkain.als,ol aiin shed qoteedy okeolshy qotain okedy chedy olchedy olkain als,ol aiin shed qoteedy okeolshy qotain okedy chedy olchedy olkain als,11,running paragraph text; continuation; 11 normalized token groups. ol: broad high-frequency form; aiin: broad high-frequency form; shed: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a cold swelling, take the flower infusion; apply it with light wine and use it after food.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.12,+P0,P,"qo?in.ar.cholches.okain.dain.cheey.okeey.otain.olchdy.otal,d[a:?]in.olam",qo?in ar cholches okain dain cheey okeey otain olchdy otal [?break] d[a:?]in olam,qo in ar cholches okain dain cheey okeey otain olchdy otal dain olam,13,running paragraph text; continuation; 13 normalized token groups. qo: productive qo- family; in: recurrent form; ar: broad high-frequency form. within-line repetition: dain. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the flower infusion; apply it with oil and use it while still warm.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.13,+P0,P,"sar,ain.tey.chetain.sht{ch'}ey.okey.chedy.qoteedy.qokain.shety.okeedam",sar [?break] ain tey chetain sht{ch'}ey okey chedy qoteedy qokain shety okeedam,sar ain tey chetain shtchey okey chedy qoteedy qokain shety okeedam,11,running paragraph text; continuation; 11 normalized token groups. sar: broad high-frequency form; ain: broad high-frequency form; tey: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For an aching limb, take the dried leaves; boil it with oil and use it at dawn.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.14,+P0,P,"sain.cheychear.ain.chl,l.s.oleedy<$>",sain cheychear ain chl [?break] l s oleedy,sain cheychear ain chl l s oleedy,7,running paragraph text; paragraph or sequence ending; 7 normalized token groups. sain: line-initial tendency; ain: broad high-frequency form; chl: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a cold swelling, take the prepared root; warm it with warm water and use it while still warm.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.15,+P0,P,<%>pchoetal.otedal.otal.oteedy.olr.daiin.okeedy.qoky.dar.al.keedy.shdy,pchoetal otedal otal oteedy olr daiin okeedy qoky dar al keedy shdy,pchoetal otedal otal oteedy olr daiin okeedy qoky dar al keedy shdy,12,running paragraph text; continuation; 12 normalized token groups. otedal: recurrent form; otal: broad high-frequency form; oteedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For an aching limb, take the clarified resin; grind it with a clear broth and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.16,+P0,P,dar.chedy.sheedy.otal.al.lchedy.shcthy.qotey.dain.otar.otarar.opam,dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam,dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam,12,running paragraph text; continuation; 12 normalized token groups. dar: broad high-frequency form; chedy: broad high-frequency form; sheedy: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For an aching limb, take the bitter seed; apply it with oil and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.17,+P0,P,dain.chey.qokeey.okeey.lain.okeey.qol.chedy<$>,dain chey qokeey okeey lain okeey qol chedy,dain chey qokeey okeey lain okeey qol chedy,8,running paragraph text; paragraph or sequence ending; 8 normalized token groups. dain: broad high-frequency form; chey: broad high-frequency form; qokeey: broad high-frequency form. within-line repetition: okeey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the dried leaves; mix it with a clear broth and use it while still warm.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.18,+P0,P,"<%>pchar[a:o]lor.qokey.r.ain.otedy.opain.lor.oiin.otain.otar.oteeedy.ches.ar,y",pchar[a:o]lor qokey r ain otedy opain lor oiin otain otar oteeedy ches ar [?break] y,pcharalor qokey r ain otedy opain lor oiin otain otar oteeedy ches ar y,14,running paragraph text; continuation; 14 normalized token groups. qokey: broad high-frequency form; r: broad high-frequency form; ain: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the bitter seed; strain it with vinegar and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.19,+P0,P,"porchey.sheedy.qotain.chetar.qotar.ar.arody.chcthy.rain.otey.ot,y.dain",porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot [?break] y dain,porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain,13,running paragraph text; continuation; 13 normalized token groups. porchey: productive ending family; sheedy: productive ending family; qotain: productive qo- family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a cold swelling, take the clarified resin; mix it with honey and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.20,+P0,P,"chol.keedy.ol.cheey.raiin.y.chedy.otar.o,kal.okain.olar.otedy.qoty.sf?m",chol keedy ol cheey raiin y chedy otar o [?break] kal okain olar otedy qoty sf?m,chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sf m,16,running paragraph text; continuation; 16 normalized token groups. chol: broad high-frequency form; keedy: productive ending family; ol: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a cold swelling, take the aromatic powder; warm it with a clear broth and use it while still warm.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.21,+P0,P,"sairol.sheey.qokain.chal.qol.chl.l,rain.okain.shckhy.dtal.orchcthdy.lty",sairol sheey qokain chal qol chl l [?break] rain okain shckhy dtal orchcthdy lty,sairol sheey qokain chal qol chl l rain okain shckhy dtal orchcthdy lty,13,running paragraph text; continuation; 13 normalized token groups. sheey: broad high-frequency form; qokain: broad high-frequency form; chal: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For restless sleep, take the aromatic powder; boil it with vinegar and use it while still warm.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.22,+P0,P,dol.shedy.shekchy.qokain.chedy.otar.okalain.shcthy.oteey.dar.chedy.lg,dol shedy shekchy qokain chedy otar okalain shcthy oteey dar chedy lg,dol shedy shekchy qokain chedy otar okalain shcthy oteey dar chedy lg,12,running paragraph text; continuation; 12 normalized token groups. dol: broad high-frequency form; shedy: broad high-frequency form; shekchy: recurrent form. within-line repetition: chedy. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For pain after exertion, take the bitter seed; strain it with warm water and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.23,+P0,P,dain.cheeteey.lkar.shedy.qokal.shedy.qoteedy.ches.ain.ain.aly.salo.lm,dain cheeteey lkar shedy qokal shedy qoteedy ches ain ain aly salo lm,dain cheeteey lkar shedy qokal shedy qoteedy ches ain ain aly salo lm,13,"running paragraph text; continuation; 13 normalized token groups. dain: broad high-frequency form; cheeteey: productive ending family; lkar: section-concentrated form. within-line repetition: shedy, ain. no English lexical value established.",Moderate for form and position; zero validated English semantics,"For weak digestion, take the prepared root; grind it with oil and use it after food.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.24,+P0,P,qokedy.okain.chcthy.oty.shedy.qokeey.chalkeey.okey.kedy.chey.lag,qokedy okain chcthy oty shedy qokeey chalkeey okey kedy chey lag,qokedy okain chcthy oty shedy qokeey chalkeey okey kedy chey lag,11,running paragraph text; continuation; 11 normalized token groups. qokedy: broad high-frequency form; okain: broad high-frequency form; chcthy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For pain after exertion, take the clarified resin; warm it with vinegar and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.25,+P0,P,"chol.sheky.shedy.qokeey.qokeedy.shckhy.qokain.otal,ches.oin,ain,al,om",chol sheky shedy qokeey qokeedy shckhy qokain otal [?break] ches oin [?break] ain [?break] al [?break] om,chol sheky shedy qokeey qokeedy shckhy qokain otal ches oin ain al om,13,running paragraph text; continuation; 13 normalized token groups. chol: broad high-frequency form; sheky: recurrent form; shedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a cold swelling, take the aromatic powder; mix it with oil and use it for three measured days.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.26,+P0,P,ytchey.qokaiin.chckhol.shechol.qotey.ol.cheedy.otain.okedy.qotam,ytchey qokaiin chckhol shechol qotey ol cheedy otain okedy qotam,ytchey qokaiin chckhol shechol qotey ol cheedy otain okedy qotam,10,running paragraph text; continuation; 10 normalized token groups. ytchey: line-initial tendency; qokaiin: broad high-frequency form; chckhol: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the bitter seed; grind it with honey and use it at dawn.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.27,+P0,P,"daiin.chey.qokey.lshedy.orain.chckhy.lkain.chy,pshedy.lshedy.qoky.ram",daiin chey qokey lshedy orain chckhy lkain chy [?break] pshedy lshedy qoky ram,daiin chey qokey lshedy orain chckhy lkain chy pshedy lshedy qoky ram,12,running paragraph text; continuation; 12 normalized token groups. daiin: broad high-frequency form; chey: broad high-frequency form; qokey: broad high-frequency form. within-line repetition: lshedy. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For pain after exertion, take the dried leaves; steep it with light wine and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.28,+P0,P,"cheol.lchey.lkeey.sheal.lshalshy.qotalshy.cthedy.l,ky.chedy.oteedy.lched",cheol lchey lkeey sheal lshalshy qotalshy cthedy l [?break] ky chedy oteedy lched,cheol lchey lkeey sheal lshalshy qotalshy cthedy l ky chedy oteedy lched,12,running paragraph text; continuation; 12 normalized token groups. cheol: broad high-frequency form; lchey: productive ending family; lkeey: section-concentrated form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For pain after exertion, take the aromatic powder; boil it with a clear broth and use it at dawn.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.29,+P0,P,"cthan.cheey.lkeeal.lshey.chl,l.lkain.chear.aiin.chl.l.keedy.raraiin.ory",cthan cheey lkeeal lshey chl [?break] l lkain chear aiin chl l keedy raraiin ory,cthan cheey lkeeal lshey chl l lkain chear aiin chl l keedy raraiin ory,14,"running paragraph text; continuation; 14 normalized token groups. cheey: broad high-frequency form; lshey: productive ending family; chl: recurrent form. within-line repetition: chl, l. no English lexical value established.",Moderate for form and position; zero validated English semantics,"For a dry cough, take the aromatic powder; warm it with light wine and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.30,+P0,P,"saraiin.shey.qokain.chcthy.okar.air,ollaiin.okaly<$>",saraiin shey qokain chcthy okar air [?break] ollaiin okaly,saraiin shey qokain chcthy okar air ollaiin okaly,8,running paragraph text; paragraph or sequence ending; 8 normalized token groups. saraiin: productive ending family; shey: broad high-frequency form; qokain: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a cold swelling, take the clarified resin; boil it with vinegar and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.31,+P0,P,"<%>pchall[a:o]rar.al.ckhal.rain.alolfchy.rpchey.shfy.ches.ar.opchekan,dlr",pchall[a:o]rar al ckhal rain alolfchy rpchey shfy ches ar opchekan [?break] dlr,pchallarar al ckhal rain alolfchy rpchey shfy ches ar opchekan dlr,11,running paragraph text; continuation; 11 normalized token groups. al: broad high-frequency form; ckhal: recurrent form; rain: section-concentrated form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For restless sleep, take the flower infusion; apply it with oil and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.32,+P0,P,"olkeey.rain,shey.qor.aiin.shey.ol.lchedy.rshey.qokeedy.chtain.oly",olkeey rain [?break] shey qor aiin shey ol lchedy rshey qokeedy chtain oly,olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly,12,running paragraph text; continuation; 12 normalized token groups. olkeey: productive ending family; rain: section-concentrated form; shey: broad high-frequency form. within-line repetition: shey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a dry cough, take the prepared root; warm it with honey and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.33,+P0,P,soraiin.ykeey.arain.sheeky.qokain.sheey.qol.cheds.ar.r.[?:a]rsheg,soraiin ykeey arain sheeky qokain sheey qol cheds ar r [?:a]rsheg,soraiin ykeey arain sheeky qokain sheey qol cheds ar r rsheg,11,running paragraph text; continuation; 11 normalized token groups. soraiin: productive ending family; ykeey: productive ending family; arain: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a recurring fever, take the bitter seed; steep it with vinegar and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
